,title,artist,rank,date,weeks
437,Hot Rod Lincoln,Johnny Bond,93,1960-08-08,1
438,Blue Velvet,The Statues,96,1960-08-08,1
439,She's Mine,Conway Twitty,98,1960-08-08,1
440,No,Dodie Stevens,99,1960-08-08,1
441,Run Samson Run,Neil Sedaka,100,1960-08-08,1
442,My Heart Has A Mind Of Its Own,Connie Francis,56,1960-08-15,1
443,Chain Gang,Sam Cooke,79,1960-08-15,1
444,You're Looking Good,Dee Clark,81,1960-08-15,1
445,(I Do The) Shimmy Shimmy,Bobby Freeman,83,1960-08-15,1
446,Bongo Bongo Bongo,Preston Epps,85,1960-08-15,1
447,A Kookie Little Paradise,Jo Ann Campbell,90,1960-08-15,1
448,Honest I Do,The Innocents,94,1960-08-15,1
449,Pineapple Princess,Annette With The Afterbeats,95,1960-08-15,1
450,Kookie Little Paradise,The Tree Swingers,98,1960-08-15,1
451,The Last Dance,The McGuire Sisters,99,1960-08-15,1
452,How High The Moon (Part 1),Ella Fitzgerald,100,1960-08-15,1
453,The Same One,Brook Benton,61,1960-08-22,1
454,Delia Gone,Pat Boone,68,1960-08-22,1
455,(I Can't Help You) I'm Falling Too,Skeeter Davis,74,1960-08-22,1
456,Candy Sweet,Pat Boone,80,1960-08-22,1
457,Malagueña,Connie Francis,86,1960-08-22,1
458,The Old Oaken Bucket,Tommy Sands,87,1960-08-22,1
459,Kommotion,Duane Eddy,89,1960-08-22,1
460,Come Back,Jimmy Clanton,90,1960-08-22,1
461,A Million To One,Jimmy Charles and The Revelletts,95,1960-08-22,1
462,Diamonds And Pearls,The Paradons,99,1960-08-22,1
463,The Lovin' Touch,Mark Dinning,100,1960-08-22,1
464,Mr. Custer,Larry Verne,65,1960-08-29,1
465,Let's Have A Party,Wanda Jackson,69,1960-08-29,1
466,I Walk The Line,Jaye P. Morgan,71,1960-08-29,1
467,Shortnin' Bread,Paul Chaplain and his Emeralds,82,1960-08-29,1
468,Many A Wonderful Moment,Rosemary Clooney,86,1960-08-29,1
469,A Fool In Love,Ike & Tina Turner,87,1960-08-29,1
470,This Old Heart,James Brown And The Famous Flames,88,1960-08-29,1
471,Nice 'N' Easy,Frank Sinatra,93,1960-08-29,1
472,My Love For You,Johnny Mathis,95,1960-08-29,1
473,Shortnin' Bread,The Bell Notes,96,1960-08-29,1
474,Revival,Johnny And The Hurricanes,97,1960-08-29,1
475,Vaquero (Cowboy),The Fireballs,99,1960-08-29,1
476,A Teenager Feels It Too,Denny Reed,100,1960-08-29,1
477,So Sad (To Watch Good Love Go Bad),The Everly Brothers,47,1960-09-05,1
478,Let The Good Times Roll,Shirley & Lee,60,1960-09-05,1
479,Lucille,The Everly Brothers,66,1960-09-05,1
480,I'm Not Afraid,Ricky Nelson,75,1960-09-05,1
481,Three Nights A Week,Fats Domino,76,1960-09-05,1
482,Save The Last Dance For Me,The Drifters,78,1960-09-05,1
483,Sleep,Little Willie John,84,1960-09-05,1
484,And Now,Della Reese,85,1960-09-05,1
485,Let's Think About Living,Bob Luman,87,1960-09-05,1
486,Put Your Arms Around Me Honey,Fats Domino,88,1960-09-05,1
487,(You've Got To) Move Two Mountains,Marv Johnson,90,1960-09-05,1
488,Rocking Goose,Johnny And The Hurricanes,95,1960-09-05,1
489,Alvin For President,David Seville And The Chipmunks,98,1960-09-05,1
490,Nobody Knows You When You're Down And Out,Nina Simone,99,1960-09-05,1
491,Beachcomber,Bobby Darin,100,1960-09-05,1
492,I Want To Be Wanted,Brenda Lee,67,1960-09-12,1
493,"Yes Sir, That's My Baby",Ricky Nelson,80,1960-09-12,1
494,Since I Met You Baby,Bobby Vee,81,1960-09-12,1
495,Brontosaurus Stomp,The Piltdown Men,83,1960-09-12,1
496,Journey Of Love,The Crests featuring Johnny Mastro,85,1960-09-12,1
497,Tonight's The Night,The Chiffons,89,1960-09-12,1
498,Five Brothers,Marty Robbins,95,1960-09-12,1
499,Don't Be Cruel,Bill Black's Combo,96,1960-09-12,1
500,Tonights The Night,The Shirelles,97,1960-09-12,1
501,Shimmy Like Kate,The Olympics,98,1960-09-12,1
502,Just Call Me (And I'll Understand),Lloyd Price and His Orchestra,99,1960-09-12,1
503,Time Machine,Dante and the Evergreens,100,1960-09-12,1
504,"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,87,1960-09-19,1
505,You Talk Too Much,Joe Jones,91,1960-09-19,1
506,North To Alaska,Johnny Horton,93,1960-09-19,1
507,Is You Is Or Is You Ain't My Baby,Buster Brown,94,1960-09-19,1
508,Blue Angel,Roy Orbison,96,1960-09-19,1
509,Twistin' U.S.A.,Danny & The Juniors,98,1960-09-19,1
510,My Dearest Darling,Etta James,99,1960-09-19,1
511,Togetherness,Frankie Avalon,100,1960-09-19,1
512,Somebody To Love,Bobby Darin,75,1960-09-26,1
513,Artificial Flowers,Bobby Darin,90,1960-09-26,1
514,Temptation,Roger Williams,91,1960-09-26,1
515,Over The Mountain; Across The Sea,Johnnie & Joe,92,1960-09-26,1
516,Georgia On My Mind,Ray Charles,94,1960-09-26,1
517,Summer's Gone,Paul Anka,97,1960-09-26,1
518,Alabam,Cowboy Copas,98,1960-09-26,1
519,You Talk Too Much,Frankie Ford,99,1960-09-26,1
520,Wait,Jimmy Clanton,100,1960-09-26,1
521,Love Walked In,Dinah Washington,78,1960-10-03,1
522,I Wish I'd Never Been Born,Patti Page,83,1960-10-03,1
523,Just A Little,Brenda Lee,84,1960-10-03,1
524,Stay,Maurice Williams & The Zodiacs,86,1960-10-03,1
525,Theme From The Sundowners,Felix Slatkin Orchestra and Chorus,96,1960-10-03,1
526,The Sundowners,Billy Vaughn And His Orchestra,97,1960-10-03,1
527,Shoppin' For Clothes,The Coasters,99,1960-10-03,1
528,My Hero,The Blue Notes,100,1960-10-03,1
529,To Each His Own,The Platters,72,1960-10-10,1
530,The Hucklebuck,Chubby Checker,73,1960-10-10,1
531,Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,74,1960-10-10,1
532,Alone At Last,Jackie Wilson,75,1960-10-10,1
533,Poetry In Motion,Johnny Tillotson,76,1960-10-10,1
534,It's Not The End Of Everything,Tommy Edwards,78,1960-10-10,1
535,Humdinger,Freddy Cannon,82,1960-10-10,1
536,Hush-Hush,Jimmy Reed,86,1960-10-10,1
537,Everglades,The Kingston Trio,87,1960-10-10,1
538,Serenata,Sarah Vaughan,89,1960-10-10,1
539,Whole Lotta Shakin' Goin' On,Chubby Checker,90,1960-10-10,1
540,Don't Let Love Pass Me By,Frankie Avalon,93,1960-10-10,1
541,Harmony,Billy Bland,94,1960-10-10,1
542,Have Mercy Baby,The Bobbettes,96,1960-10-10,1
543,(The Clickity Clack Song) Four Little Heels,Brian Hyland,97,1960-10-10,1
544,One Of The Lucky Ones,Anita Bryant,98,1960-10-10,1
545,Last Date,Floyd Cramer,99,1960-10-10,1
546,If She Should Come To You (La Montana),Anthony Newley,100,1960-10-10,1
547,New Orleans,U.S. Bonds,71,1960-10-17,1
548,Lonely Teenager,Dion,82,1960-10-17,1
549,Patsy,Jack Scott,83,1960-10-17,1
550,Ballad Of The Alamo,Marty Robbins,92,1960-10-17,1
551,The Girl With The Story In Her Eyes,Safaris with The Phantom's Band,93,1960-10-17,1
552,Side Car Cycle,Charlie Ryan and the Timberline Riders,94,1960-10-17,1
553,Midnight Lace,Ray Ellis,95,1960-10-17,1
554,The Last One To Know,The Fleetwoods,96,1960-10-17,1
555,Night Theme,The Mark II,97,1960-10-17,1
556,Ballad Of The Alamo,Bud & Travis,99,1960-10-17,1
557,Midnight Lace - Part I,Ray Conniff His Orchestra And Chorus,100,1960-10-17,1
558,A Thousand Stars,Kathy Young With The Innocents,67,1960-10-24,1
559,That's How Much,Brian Hyland,74,1960-10-24,1
560,Sailor (Your Home Is The Sea),Lolita,76,1960-10-24,1
561,My Girl Josephine,Fats Domino,77,1960-10-24,1
562,Am I Losing You,Jim Reeves,78,1960-10-24,1
563,Dear John,Pat Boone,79,1960-10-24,1
564,Last Date,Lawrence Welk And His Orchestra,81,1960-10-24,1
565,Alabam,Pat Boone,89,1960-10-24,1
566,I'll Save The Last Dance For You,Damita Jo,90,1960-10-24,1
567,Wait For Me,The Playmates,92,1960-10-24,1
568,Dance With Me Georgie,The Bobbettes,95,1960-10-24,1
569,"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman,97,1960-10-24,1
570,Midnight Lace,David Carroll And His Orchestra,98,1960-10-24,1
571,Am I The Man,Jackie Wilson,99,1960-10-24,1
572,Isn't It Amazing,The Crests featuring Johnny Mastro,100,1960-10-24,1
573,He Will Break Your Heart,Jerry Butler,63,1960-10-31,1
574,Perfidia,The Ventures,78,1960-10-31,1
575,Natural Born Lover,Fats Domino,86,1960-10-31,1
576,Like Strangers,The Everly Brothers,88,1960-10-31,1
577,Whole Lot Of Shakin' Going On,Conway Twitty,93,1960-10-31,1
578,You're Sixteen,Johnny Burnette,94,1960-10-31,1
579,Ruby Duby Du,Tobin Mathews & Co.,95,1960-10-31,1
580,Irresistable You,Bobby Peterson,96,1960-10-31,1
581,Ruby Duby Du From Key Witness,Charles Wolcott,97,1960-10-31,1
582,Once In Awhile,The Chimes,98,1960-10-31,1
583,Kissin' And Twistin',Fabian,99,1960-10-31,1
584,The Green Leaves Of Summer,The Brothers Four,100,1960-10-31,1
585,Sway,Bobby Rydell,54,1960-11-07,1
586,Many Tears Ago,Connie Francis,79,1960-11-07,1
587,Gonzo,James Booker,86,1960-11-07,1
588,Senza Mamma (With No One),Connie Francis,87,1960-11-07,1
589,Psycho,Bobby Hendricks,88,1960-11-07,1
590,Ol' Mac Donald,Frank Sinatra,92,1960-11-07,1
591,(Theme From) The Sundowners,Mantovani & His Orchestra,93,1960-11-07,1
592,A Thousand Miles Away,The Heartbeats,96,1960-11-07,1
593,Don't Go To Strangers,Etta Jones,99,1960-11-07,1
594,Cry Cry Cry,Bobby Bland,100,1960-11-07,1
595,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,35,1960-11-14,1
596,Wonderland By Night,Bert Kaempfert And His Orchestra,50,1960-11-14,1
597,Fools Rush In (Where Angels Fear To Tread),Brook Benton,54,1960-11-14,1
598,I Gotta Know,Elvis Presley With The Jordanaires,65,1960-11-14,1
599,Exodus,Ferrante & Teicher,71,1960-11-14,1
600,Wonderland By Night,Louis Prima,88,1960-11-14,1
601,I Missed Me,Jim Reeves,89,1960-11-14,1
602,Push Push,Austin Taylor,90,1960-11-14,1
603,The Bells,James Brown,91,1960-11-14,1
604,The Big Time Spender (Parts I & II),Cornbread & Biscuits,94,1960-11-14,1
605,Gee,Jan & Dean,95,1960-11-14,1
606,Bumble Bee,LaVern Baker,96,1960-11-14,1
607,Sweet Dreams,Don Gibson,97,1960-11-14,1
608,Send Me The Pillow You Dream On,The Browns Featuring Jim Edward Brown,99,1960-11-14,1
609,Ruby,Ray Charles,64,1960-11-21,1
610,Gee Whiz,The Innocents,67,1960-11-21,1
611,Main Theme from Exodus (Ari's Theme),Mantovani & His Orch.,71,1960-11-21,1
612,Hardhearted Hannah,Ray Charles,73,1960-11-21,1
613,Will You Love Me Tomorrow,The Shirelles,87,1960-11-21,1
614,Stranger From Durango,Richie Allen,91,1960-11-21,1
615,"Corinna, Corinna",Ray Peterson,96,1960-11-21,1
616,Fallen Angel,Webb Pierce,99,1960-11-21,1
617,Gloria's Theme,Adam Wade,100,1960-11-21,1
618,Rubber Ball,Bobby Vee,67,1960-11-28,1
619,Blue Tango,Bill Black's Combo,75,1960-11-28,1
620,Wings Of A Dove,Ferlin Husky,79,1960-11-28,1
621,Walk Slow,Little Willie John,81,1960-11-28,1
622,Doll House,Donnie Brooks,86,1960-11-28,1
623,Ramona,The Blue Diamonds,87,1960-11-28,1
624,Come Rain Or Come Shine,Ray Charles,95,1960-11-28,1
625,Have You Ever Been Lonely (Have You Ever Been Blue),Teresa Brewer,100,1960-11-28,1
626,Sad Mood,Sam Cooke,69,1960-12-05,1
627,Groovy Tonight,Bobby Rydell,79,1960-12-05,1
628,The Hoochi Coochi Coo,Hank Ballard And The Midnighters,84,1960-12-05,1
629,The Magnificent Seven,Al Caiola And His Orchestra,87,1960-12-05,1
630,Rambling,The Ramblers,88,1960-12-05,1
631,Wonderland By Night,Anita Bryant,89,1960-12-05,1
632,Dance By The Light Of The Moon,The Olympics,90,1960-12-05,1
633,You Are My Sunshine,Johnny And The Hurricanes,91,1960-12-05,1
634,Little Miss Blue,Dion,96,1960-12-05,1
635,The Age For Love,Jimmy Charles,97,1960-12-05,1
636,(You Better) Know What You're Doin',Lloyd Price and His Orchestra,98,1960-12-05,1
637,Wabash Blues,The Viscounts,99,1960-12-05,1
638,"Rockin', Rollin' Ocean",Hank Snow,100,1960-12-05,1
639,Angel Baby,Rosie And The Originals,40,1960-12-12,1
640,Rockin' Around The Christmas Tree,Brenda Lee,64,1960-12-12,1
641,Shop Around,"The Miracles (featuring Bill ""Smokey"" Robinson)",71,1960-12-12,1
642,"Adeste Fideles (Oh, Come, All Ye Faithful)",Bing Crosby,79,1960-12-12,1
643,I'm Hurtin',Roy Orbison,84,1960-12-12,1
644,The Puppet Song,Frankie Avalon,86,1960-12-12,1
645,A Perfect Love,Frankie Avalon,88,1960-12-12,1
646,Happy Days,Marv Johnson,93,1960-12-12,1
647,I Idolize You,Ike & Tina Turner,94,1960-12-12,1
648,Calcutta,Lawrence Welk And His Orchestra,95,1960-12-12,1
649,You Don't Want My Love,Andy Williams,96,1960-12-12,1
650,My Last Date (With You),Skeeter Davis,98,1960-12-12,1
651,The Christmas Song (Merry Christmas To You),Nat King Cole,100,1960-12-12,1
652,Rudolph The Red Nosed Reindeer,David Seville And The Chipmunks,62,1960-12-19,1
653,Silent Night,Bing Crosby With John Scott Trotter And His Orchestra & Max Terr's Mixed Chorus,64,1960-12-19,1
654,Rudolph The Red Nosed Reindeer,The Melodeers,74,1960-12-19,1
655,I Count The Tears,The Drifters,77,1960-12-19,1
656,Twistin' Bells,Santo & Johnny,78,1960-12-19,1
657,Your Other Love,The Flamingos,82,1960-12-19,1
658,Christmas Auld Lang Syne,Bobby Darin,89,1960-12-19,1
659,My Last Date (With You),Joni James,90,1960-12-19,1
660,Utopia,Frank Gari,91,1960-12-19,1
661,Baby Oh Baby,The Shells,93,1960-12-19,1
662,Pepe,Duane Eddy His Twangy Guitar And The Rebels,95,1960-12-19,1
663,White Christmas,The Drifters Featuring Clyde McPhatter And Bill Pinkney,96,1960-12-19,1
664,Blue Christmas,The Browns Featuring Jim Edward Brown,97,1960-12-19,1
665,Lovey Dovey,Buddy Knox,98,1960-12-19,1
666,Mister Livingston,Larry Verne,99,1960-12-19,1
667,Calendar Girl,Neil Sedaka,100,1960-12-19,1
668,You Are The Only One,Ricky Nelson,63,1960-12-26,1
669,How To Handle A Woman,Johnny Mathis,75,1960-12-26,1
670,(Let's Do) The Hully Gully Twist,Bill Doggett,80,1960-12-26,1
671,Cherry Pink And Apple Blossom White,Jerry Murad's Harmonicats,82,1960-12-26,1
672,Talk To Me Baby,Annette With The Afterbeats,92,1960-12-26,1
673,Someday You'll Want Me To Want You,Brook Benton,93,1960-12-26,1
674,Angel On My Shoulder,Shelby Flint,94,1960-12-26,1
675,Child Of God,Bobby Darin,95,1960-12-26,1
676,We Have Love,Dinah Washington,96,1960-12-26,1
677,Make Someone Happy,Perry Como,97,1960-12-26,1
678,There She Goes,Jerry Wallace,98,1960-12-26,1
679,"Oh, How I Miss You Tonight",Jeanne Black,99,1960-12-26,1
680,Spoonful,Etta & Harvey,100,1960-12-26,1
681,C'est Si Bon (It's So Good),Conway Twitty,72,1961-01-02,1
682,Milk Cow Blues,Ricky Nelson,81,1961-01-02,1
683,Emotions,Brenda Lee,83,1961-01-02,1
684,What Would I Do,Mickey & Sylvia,84,1961-01-02,1
685,"Yes, I'm Lonesome Tonight",Thelma Carpenter,85,1961-01-02,1
686,Spanish Harlem,Ben E. King,86,1961-01-02,1
687,There's A Moon Out Tonight,The Capris,88,1961-01-02,1
688,First Taste Of Love,Ben E. King,90,1961-01-02,1
689,If I Knew,Nat King Cole,91,1961-01-02,1
690,All In My Mind,Maxine Brown,92,1961-01-02,1
691,"Don't Believe Him, Donna",Lenny Miles,94,1961-01-02,1
692,Don't Read The Letter,Patti Page,95,1961-01-02,1
693,I Don't Want Nobody (To Have My Love But You),Ella Johnson With Buddy Johnson,96,1961-01-02,1
694,Oh Lonesome Me,Johnny Cash With The Gene Lowery Singers,97,1961-01-02,1
695,"Yes, I'm Lonesome Tonight",Dodie Stevens,98,1961-01-02,1
696,Sugar Bee,Cleveland Crochet and Band,99,1961-01-02,1
697,This Is My Story,Mickey & Sylvia,100,1961-01-02,1
698,My Empty Arms,Jackie Wilson,60,1961-01-09,1
699,Lost Love,H.B. Barnum,80,1961-01-09,1
700,Wheels,The String-A-Longs,81,1961-01-09,1
701,And The Heavens Cried,Ronnie Savoy,84,1961-01-09,1
702,If I Didn't Care,The Platters,87,1961-01-09,1
703,What Am I Gonna Do,Jimmy Clanton,88,1961-01-09,1
704,Is There Something On Your Mind,Jack Scott,89,1961-01-09,1
705,(Ghost) Riders In The Sky,Ramrods,92,1961-01-09,1
706,Chills And Fever,Ronnie Love And His Orchestra,94,1961-01-09,1
707,Jimmy's Girl,Johnny Tillotson,95,1961-01-09,1
708,Baby Sittin' Boogie,Buzz Clifford,96,1961-01-09,1
709,You've Got To Love Her With A Feeling,Freddy King,97,1961-01-09,1
710,Muskrat Ramble,Freddy Cannon,98,1961-01-09,1
711,No One,Connie Francis,72,1961-01-16,1
712,At Last,Etta James,75,1961-01-16,1
713,Sound-Off,Titus Turner,83,1961-01-16,1
714,Flamingo Express,The Royaltones,87,1961-01-16,1
715,The Story Of My Love,Paul Anka,89,1961-01-16,1
716,Where The Boys Are,Connie Francis,90,1961-01-16,1
717,Them That Got,Ray Charles and his Orchestra,95,1961-01-16,1
718,Gift Of Love,Van Dykes,98,1961-01-16,1
719,When I Fall In Love,Etta Jones,99,1961-01-16,1
720,I Remember,Maurice Williams & The Zodiacs,100,1961-01-16,1
721,Pony Time,Chubby Checker,49,1961-01-23,1
722,Good Time Baby,Bobby Rydell,53,1961-01-23,1
723,The Tear Of The Year,Jackie Wilson,60,1961-01-23,1
724,What A Price,Fats Domino,78,1961-01-23,1
725,Ain't That Just Like A Woman,Fats Domino,83,1961-01-23,1
726,Pony Time,The Goodtimers,87,1961-01-23,1
727,Dedicated To The One I Love,"The ""5"" Royales",88,1961-01-23,1
728,The Exodus Song (This Land Is Mine),Pat Boone,90,1961-01-23,1
729,Trouble In Mind,Nina Simone,92,1961-01-23,1
730,Ram-Bunk-Shush,The Ventures,93,1961-01-23,1
731,Apache,Jorgen Ingmann & His Guitar,94,1961-01-23,1
732,"Tonite, Tonite",Mello-Kings,95,1961-01-23,1
733,Ginnie Bell,Paul Dino,98,1961-01-23,1
734,Charlena,The Sevilles,100,1961-01-23,1
735,I'm Learning About Love,Brenda Lee,43,1961-01-30,1
736,You Can Have Her,Roy Hamilton,62,1961-01-30,1
737,Ebony Eyes,The Everly Brothers,67,1961-01-30,1
738,Don't Worry,Marty Robbins,72,1961-01-30,1
739,(I Wanna) Love My Life Away,Gene Pitney,77,1961-01-30,1
740,Close Together,Jimmy Reed,78,1961-01-30,1
741,Leave My Kitten Alone,Johnny Preston,86,1961-01-30,1
742,Gee Whiz (Look At His Eyes),Carla Thomas,96,1961-01-30,1
743,Honky Tonk (Part 2),Bill Doggett,98,1961-01-30,1
744,Bye Bye Baby,Mary Wells,99,1961-01-30,1
745,Wait A Minute,The Coasters,100,1961-01-30,1
746,Little Boy Sad,Johnny Burnette,66,1961-02-06,1
747,Walk Right Back,The Everly Brothers,71,1961-02-06,1
748,Wheels,Billy Vaughn And His Orchestra,73,1961-02-06,1
749,Your Friends,Dee Clark,79,1961-02-06,1
750,The Most Beautiful Words,Della Reese,81,1961-02-06,1
751,Havin' Fun,Dion,86,1961-02-06,1
752,Model Girl,Johnny Maestro,90,1961-02-06,1
753,Keep Your Hands Off Of Him,Damita Jo,92,1961-02-06,1
754,Lazy River,Bobby Darin,94,1961-02-06,1
755,Once Upon A Time,Rochell And The Candles With Johnny Wyatt,95,1961-02-06,1
756,Calcutta,The Four Preps,96,1961-02-06,1
757,For My Baby,Brook Benton,97,1961-02-06,1
758,Cerveza,Bert Kaempfert And His Orchestra,98,1961-02-06,1
759,Cowboy Jimmy Joe (Die Sterne Der Prarie),Lolita,99,1961-02-06,1
760,Don't Let Him Shop Around,Debbie Dean,100,1961-02-06,1
761,Stayin' In,Bobby Vee,69,1961-02-13,1
762,Think Twice,Brook Benton,73,1961-02-13,1
763,You're The Boss,LaVern Baker & Jimmy Ricks,87,1961-02-13,1
764,Theme from Tunes Of Glory,The Cambridge Strings And Singers,90,1961-02-13,1
765,Cherié,Bobby Rydell,97,1961-02-13,1
766,A Texan And A Girl From Mexico,Anita Bryant,98,1961-02-13,1
767,What About Me,Don Gibson,100,1961-02-13,1
768,Surrender,Elvis Presley With The Jordanaires,24,1961-02-20,1
769,Hearts Of Stone,Bill Black's Combo,70,1961-02-20,1
770,Asia Minor,Kokomo,75,1961-02-20,1
771,I Don't Want To Cry,Chuck Jackson,76,1961-02-20,1
772,Happy Birthday Blues,Kathy Young With The Innocents,79,1961-02-20,1
773,The Watusi,The Vibrations,80,1961-02-20,1
774,The Touchables,Dickie Goodman,83,1961-02-20,1
775,To Be Loved (Forever),The Pentagons,84,1961-02-20,1
776,Let's Go Again (Where We Went Last Night),Hank Ballard And The Midnighters,89,1961-02-20,1
777,But I Do,Clarence Henry,90,1961-02-20,1
778,Orange Blossom Special,Billy Vaughn And His Orchestra,96,1961-02-20,1
779,Pony Express,Danny & The Juniors,97,1961-02-20,1
780,I Pity The Fool,Bobby Bland,98,1961-02-20,1
781,"Top Forty, News, Weather And Sports",Mark Dinning,99,1961-02-20,1
782,Dream Boy,Annette With The Afterbeats,100,1961-02-20,1
783,Please Love Me Forever,Cathy Jean and The Roommates,71,1961-02-27,1
784,Lonely Man,Elvis Presley With The Jordanaires,84,1961-02-27,1
785,Ja-Da,Johnny And The Hurricanes,86,1961-02-27,1
786,All Of Everything,Frankie Avalon,91,1961-02-27,1
787,Bewildered,James Brown And The Famous Flames,94,1961-02-27,1
788,Won't Be Long,Aretha Franklin With The Ray Bryant Combo,95,1961-02-27,1
789,More Than I Can Say,Bobby Vee,96,1961-02-27,1
790,Tunes Of Glory,Mitch Miller With Orchestra And Chorus,97,1961-02-27,1
791,A Lover's Question,Ernestine Anderson,98,1961-02-27,1
792,Cherry Berry Wine,Charlie Mccoy,99,1961-02-27,1
793,Battle Of Gettysburg,Fred Darian,100,1961-02-27,1
794,On The Rebound,Floyd Cramer,51,1961-03-06,1
795,Baby Blue,The Echoes,65,1961-03-06,1
796,That's It - I Quit - I'm Movin' On,Sam Cooke,66,1961-03-06,1
797,One Mint Julep,Ray Charles,70,1961-03-06,1
798,Find Another Girl,Jerry Butler,74,1961-03-06,1
799,Portrait Of My Love,Steve Lawrence,76,1961-03-06,1
800,Runaway,Del Shannon,77,1961-03-06,1
801,It's Unbelievable,The Larks,78,1961-03-06,1
802,Hide Away,Freddy King,81,1961-03-06,1
803,The Second Time Around,Frank Sinatra,86,1961-03-06,1
804,Blue Moon,The Marcels,87,1961-03-06,1
805,Blue Moon,Herb Lance & The Classics,89,1961-03-06,1
806,Little Miss Stuck-Up,The Playmates,92,1961-03-06,1
807,Tonight I Fell In Love,The Tokens,93,1961-03-06,1
808,Milord,Edith Piaf,95,1961-03-06,1
809,Ling-Ting-Tong,Buddy Knox,97,1961-03-06,1
810,I Lied To My Heart,The Enchanters,99,1961-03-06,1
811,Apache,Sonny James,100,1961-03-06,1
812,"Tonight My Love, Tonight",Paul Anka,56,1961-03-13,1
813,Take Good Care Of Her,Adam Wade,63,1961-03-13,1
814,Please Tell Me Why,Jackie Wilson,77,1961-03-13,1
815,Trust In Me,Etta James,78,1961-03-13,1
816,Lonely Blue Nights,Rosie,84,1961-03-13,1
817,I've Told Every Little Star,Linda Scott,86,1961-03-13,1
818,Just For Old Time's Sake,The McGuire Sisters,89,1961-03-13,1
819,Merry-Go-Round,Marv Johnson,90,1961-03-13,1
820,Canadian Sunset,Etta Jones,91,1961-03-13,1
